make,model,year,mileage,engine,transmission,fuel_type,location,condition,price,vehicle_age,mileage_per_year,engine_size,luxury_brand,automatic_flag
Honda,Fit,2011,56849,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,3789.9333333333334,1.5,0,0
BMW,X3,2012,57022,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,4073.0,2.0,1,1
Audi,A4,2013,57195,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,4399.615384615385,2.0,1,1
Toyota,Premio,2014,57368,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,4780.666666666667,1.8,0,1
Subaru,Outback,2015,57541,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,5231.0,2.5,0,1
Mazda,CX-5,2016,57714,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,5771.4,2.2,0,1
Mercedes-Benz,C200,2017,57887,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,6431.888888888889,2.0,1,1
Nissan,X-Trail,2018,58060,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,7257.5,2.0,0,1
Honda,Fit,2019,58233,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,8319.0,1.5,0,0
BMW,X3,2020,58406,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,9734.333333333334,2.0,1,1
Audi,A4,2021,58579,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,11715.8,2.0,1,1
Toyota,Premio,2022,58752,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,14688.0,1.8,0,1
Subaru,Outback,2008,58925,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,3273.6111111111113,2.5,0,1
Mazda,CX-5,2009,59098,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,3476.3529411764707,2.2,0,1
Mercedes-Benz,C200,2010,59271,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,3704.4375,2.0,1,1
Nissan,X-Trail,2011,59444,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,3962.9333333333334,2.0,0,1
Honda,Fit,2012,59617,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,4258.357142857143,1.5,0,0
BMW,X3,2013,59790,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,4599.2307692307695,2.0,1,1
Audi,A4,2014,59963,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,4996.916666666667,2.0,1,1
Toyota,Premio,2015,60136,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,5466.909090909091,1.8,0,1
Subaru,Outback,2016,60309,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,6030.9,2.5,0,1
Mazda,CX-5,2017,60482,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,6720.222222222223,2.2,0,1
Mercedes-Benz,C200,2018,60655,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,7581.875,2.0,1,1
Nissan,X-Trail,2019,60828,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,8689.714285714286,2.0,0,1
Honda,Fit,2020,61001,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,10166.833333333334,1.5,0,0
BMW,X3,2021,61174,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,12234.8,2.0,1,1
Audi,A4,2022,61347,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,15336.75,2.0,1,1
Toyota,Premio,2008,61520,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,3417.777777777778,1.8,0,1
Subaru,Outback,2009,61693,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,3629.0,2.5,0,1
Mazda,CX-5,2010,61866,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,3866.625,2.2,0,1
Mercedes-Benz,C200,2011,62039,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,4135.933333333333,2.0,1,1
Nissan,X-Trail,2012,62212,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,4443.714285714285,2.0,0,1
Honda,Fit,2013,62385,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,4798.846153846154,1.5,0,0
BMW,X3,2014,62558,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,5213.166666666667,2.0,1,1
Audi,A4,2015,62731,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,5702.818181818182,2.0,1,1
Toyota,Premio,2016,62904,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,6290.4,1.8,0,1
Subaru,Outback,2017,63077,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,7008.555555555556,2.5,0,1
Mazda,CX-5,2018,63250,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,7906.25,2.2,0,1
Mercedes-Benz,C200,2019,63423,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,9060.42857142857,2.0,1,1
Nissan,X-Trail,2020,63596,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,10599.333333333334,2.0,0,1
Honda,Fit,2021,63769,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,12753.8,1.5,0,0
BMW,X3,2022,63942,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,15985.5,2.0,1,1
Audi,A4,2008,64115,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,3561.9444444444443,2.0,1,1
Toyota,Premio,2009,64288,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,3781.6470588235293,1.8,0,1
Subaru,Outback,2010,64461,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,4028.8125,2.5,0,1
Mazda,CX-5,2011,64634,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,4308.933333333333,2.2,0,1
Mercedes-Benz,C200,2012,64807,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,4629.071428571428,2.0,1,1
Nissan,X-Trail,2013,64980,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,4998.461538461538,2.0,0,1
Honda,Fit,2014,65153,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,5429.416666666667,1.5,0,0
BMW,X3,2015,65326,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,5938.727272727273,2.0,1,1
Audi,A4,2016,65499,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,6549.9,2.0,1,1
Toyota,Premio,2017,65672,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,7296.888888888889,1.8,0,1
Subaru,Outback,2018,65845,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,8230.625,2.5,0,1
Mazda,CX-5,2019,66018,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,9431.142857142857,2.2,0,1
Mercedes-Benz,C200,2020,66191,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,6,11031.833333333334,2.0,1,1
Nissan,X-Trail,2021,66364,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,5,13272.8,2.0,0,1
Honda,Fit,2022,66537,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,4,16634.25,1.5,0,0
BMW,X3,2008,66710,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,18,3706.1111111111113,2.0,1,1
Audi,A4,2009,66883,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,17,3934.294117647059,2.0,1,1
Toyota,Premio,2010,67056,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,16,4191.0,1.8,0,1
Subaru,Outback,2011,67229,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,15,4481.933333333333,2.5,0,1
Mazda,CX-5,2012,67402,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,14,4814.428571428572,2.2,0,1
Mercedes-Benz,C200,2013,67575,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,13,5198.076923076923,2.0,1,1
Nissan,X-Trail,2014,67748,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,12,5645.666666666667,2.0,0,1
Honda,Fit,2015,67921,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,11,6174.636363636364,1.5,0,0
BMW,X3,2016,68094,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,10,6809.4,2.0,1,1
Audi,A4,2017,68267,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,9,7585.222222222223,2.0,1,1
Toyota,Premio,2018,68440,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,8,8555.0,1.8,0,1
Subaru,Outback,2019,68613,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,7,9801.857142857143,2.5,0,1
Mazda,CX-5,2020,68786,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,6,11464.333333333334,2.2,0,1
Mercedes-Benz,C200,2021,68959,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,5,13791.8,2.0,1,1
Nissan,X-Trail,2022,69132,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,4,17283.0,2.0,0,1
Honda,Fit,2008,69305,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,18,3850.277777777778,1.5,0,0
BMW,X3,2009,69478,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,17,4086.9411764705883,2.0,1,1
Audi,A4,2010,69651,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,16,4353.1875,2.0,1,1
Toyota,Premio,2011,69824,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,15,4654.933333333333,1.8,0,1
Subaru,Outback,2012,69997,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,14,4999.785714285715,2.5,0,1
Mazda,CX-5,2013,70170,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,13,5397.692307692308,2.2,0,1
Mercedes-Benz,C200,2014,70343,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,5861.916666666667,2.0,1,1
Nissan,X-Trail,2015,70516,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,6410.545454545455,2.0,0,1
Honda,Fit,2016,70689,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,7068.9,1.5,0,0
BMW,X3,2017,70862,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,7873.555555555556,2.0,1,1
Audi,A4,2018,71035,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,8879.375,2.0,1,1
Toyota,Premio,2019,71208,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,10172.57142857143,1.8,0,1
Subaru,Outback,2020,71381,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,11896.833333333334,2.5,0,1
Mazda,CX-5,2021,71554,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,14310.8,2.2,0,1
Mercedes-Benz,C200,2022,71727,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,17931.75,2.0,1,1
Nissan,X-Trail,2008,71900,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,3994.4444444444443,2.0,0,1
Honda,Fit,2009,72073,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,4239.588235294118,1.5,0,0
BMW,X3,2010,72246,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,4515.375,2.0,1,1
Audi,A4,2011,72419,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,4827.933333333333,2.0,1,1
Toyota,Premio,2012,72592,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,5185.142857142857,1.8,0,1
Subaru,Outback,2013,72765,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,5597.307692307692,2.5,0,1
Mazda,CX-5,2014,72938,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,6078.166666666667,2.2,0,1
Mercedes-Benz,C200,2015,73111,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,6646.454545454545,2.0,1,1
Nissan,X-Trail,2016,73284,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,10,7328.4,2.0,0,1
Honda,Fit,2017,73457,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,9,8161.888888888889,1.5,0,0
BMW,X3,2018,73630,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,8,9203.75,2.0,1,1
Audi,A4,2019,73803,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,7,10543.285714285714,2.0,1,1
Toyota,Premio,2020,73976,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,6,12329.333333333334,1.8,0,1
Subaru,Outback,2021,74149,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,5,14829.8,2.5,0,1
Mazda,CX-5,2022,74322,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,4,18580.5,2.2,0,1
Mercedes-Benz,C200,2008,74495,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,18,4138.611111111111,2.0,1,1
Nissan,X-Trail,2009,74668,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,17,4392.235294117647,2.0,0,1
Honda,Fit,2010,74841,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,4677.5625,1.5,0,0
BMW,X3,2011,75014,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,5000.933333333333,2.0,1,1
Audi,A4,2012,75187,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,5370.5,2.0,1,1
Toyota,Premio,2013,75360,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,5796.923076923077,1.8,0,1
Subaru,Outback,2014,75533,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,6294.416666666667,2.5,0,1
Mazda,CX-5,2015,75706,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,6882.363636363636,2.2,0,1
Mercedes-Benz,C200,2016,75879,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,7587.9,2.0,1,1
Nissan,X-Trail,2017,76052,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,8450.222222222223,2.0,0,1
Honda,Fit,2018,76225,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,9528.125,1.5,0,0
BMW,X3,2019,76398,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,10914.0,2.0,1,1
Audi,A4,2020,76571,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,12761.833333333334,2.0,1,1
Toyota,Premio,2021,76744,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,15348.8,1.8,0,1
Subaru,Outback,2022,76917,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,19229.25,2.5,0,1
Mazda,CX-5,2008,77090,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,4282.777777777777,2.2,0,1
Mercedes-Benz,C200,2009,77263,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,4544.882352941177,2.0,1,1
Nissan,X-Trail,2010,77436,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,4839.75,2.0,0,1
Honda,Fit,2011,77609,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,5173.933333333333,1.5,0,0
BMW,X3,2012,77782,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,5555.857142857143,2.0,1,1
Audi,A4,2013,77955,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,5996.538461538462,2.0,1,1
Toyota,Premio,2014,78128,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,6510.666666666667,1.8,0,1
Subaru,Outback,2015,78301,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,7118.272727272727,2.5,0,1
Mazda,CX-5,2016,78474,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,7847.4,2.2,0,1
Mercedes-Benz,C200,2017,78647,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,8738.555555555555,2.0,1,1
Nissan,X-Trail,2018,78820,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,9852.5,2.0,0,1
Honda,Fit,2019,78993,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,11284.714285714286,1.5,0,0
BMW,X3,2020,79166,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,13194.333333333334,2.0,1,1
Audi,A4,2021,79339,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,15867.8,2.0,1,1
Toyota,Premio,2022,79512,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,19878.0,1.8,0,1
Subaru,Outback,2008,79685,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,4426.944444444444,2.5,0,1
Mazda,CX-5,2009,79858,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,4697.529411764706,2.2,0,1
Mercedes-Benz,C200,2010,80031,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,5001.9375,2.0,1,1
Nissan,X-Trail,2011,80204,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,5346.933333333333,2.0,0,1
Honda,Fit,2012,80377,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,5741.214285714285,1.5,0,0
BMW,X3,2013,80550,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,6196.153846153846,2.0,1,1
Audi,A4,2014,80723,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,6726.916666666667,2.0,1,1
Toyota,Premio,2015,80896,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,7354.181818181818,1.8,0,1
Subaru,Outback,2016,81069,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,8106.9,2.5,0,1
Mazda,CX-5,2017,81242,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,9026.888888888889,2.2,0,1
Mercedes-Benz,C200,2018,81415,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,10176.875,2.0,1,1
Nissan,X-Trail,2019,81588,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,11655.42857142857,2.0,0,1
Honda,Fit,2020,81761,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,13626.833333333334,1.5,0,0
BMW,X3,2021,81934,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,16386.8,2.0,1,1
Audi,A4,2022,82107,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,20526.75,2.0,1,1
Toyota,Premio,2008,82280,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,4571.111111111111,1.8,0,1
Subaru,Outback,2009,82453,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,4850.176470588235,2.5,0,1
Mazda,CX-5,2010,82626,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,5164.125,2.2,0,1
Mercedes-Benz,C200,2011,82799,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,5519.933333333333,2.0,1,1
Nissan,X-Trail,2012,82972,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,5926.571428571428,2.0,0,1
Honda,Fit,2013,83145,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,6395.7692307692305,1.5,0,0
BMW,X3,2014,83318,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,6943.166666666667,2.0,1,1
Audi,A4,2015,83491,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,7590.090909090909,2.0,1,1
Toyota,Premio,2016,83664,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,8366.4,1.8,0,1
Subaru,Outback,2017,83837,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,9315.222222222223,2.5,0,1
Mazda,CX-5,2018,84010,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,10501.25,2.2,0,1
Mercedes-Benz,C200,2019,84183,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,12026.142857142857,2.0,1,1
Nissan,X-Trail,2020,84356,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,14059.333333333334,2.0,0,1
Honda,Fit,2021,84529,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,16905.8,1.5,0,0
BMW,X3,2022,84702,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,21175.5,2.0,1,1
Audi,A4,2008,84875,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,4715.277777777777,2.0,1,1
Toyota,Premio,2009,85048,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,5002.823529411765,1.8,0,1
Subaru,Outback,2010,85221,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,5326.3125,2.5,0,1
Mazda,CX-5,2011,85394,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,5692.933333333333,2.2,0,1
Mercedes-Benz,C200,2012,85567,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,6111.928571428572,2.0,1,1
Nissan,X-Trail,2013,85740,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,6595.384615384615,2.0,0,1
Honda,Fit,2014,85913,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,7159.416666666667,1.5,0,0
BMW,X3,2015,86086,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,7826.0,2.0,1,1
Audi,A4,2016,86259,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,8625.9,2.0,1,1
Toyota,Premio,2017,86432,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,9603.555555555555,1.8,0,1
Subaru,Outback,2018,86605,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,10825.625,2.5,0,1
Mazda,CX-5,2019,86778,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,12396.857142857143,2.2,0,1
Mercedes-Benz,C200,2020,86951,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,6,14491.833333333334,2.0,1,1
Nissan,X-Trail,2021,87124,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,5,17424.8,2.0,0,1
Honda,Fit,2022,87297,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,4,21824.25,1.5,0,0
BMW,X3,2008,87470,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,18,4859.444444444444,2.0,1,1
Audi,A4,2009,87643,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,17,5155.470588235294,2.0,1,1
Toyota,Premio,2010,87816,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,16,5488.5,1.8,0,1
Subaru,Outback,2011,87989,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,15,5865.933333333333,2.5,0,1
Mazda,CX-5,2012,88162,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,14,6297.285714285715,2.2,0,1
Mercedes-Benz,C200,2013,88335,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,13,6795.0,2.0,1,1
Nissan,X-Trail,2014,88508,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,12,7375.666666666667,2.0,0,1
Honda,Fit,2015,88681,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,11,8061.909090909091,1.5,0,0
BMW,X3,2016,88854,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,10,8885.4,2.0,1,1
Audi,A4,2017,89027,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,9,9891.888888888889,2.0,1,1
Toyota,Premio,2018,89200,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,8,11150.0,1.8,0,1
Subaru,Outback,2019,89373,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,7,12767.57142857143,2.5,0,1
Mazda,CX-5,2020,89546,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,6,14924.333333333334,2.2,0,1
Mercedes-Benz,C200,2021,89719,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,5,17943.8,2.0,1,1
Nissan,X-Trail,2022,89892,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,4,22473.0,2.0,0,1
Honda,Fit,2008,90065,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,18,5003.611111111111,1.5,0,0
BMW,X3,2009,90238,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,17,5308.117647058823,2.0,1,1
Audi,A4,2010,90411,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,16,5650.6875,2.0,1,1
Toyota,Premio,2011,90584,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,15,6038.933333333333,1.8,0,1
Subaru,Outback,2012,90757,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,14,6482.642857142857,2.5,0,1
Mazda,CX-5,2013,90930,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,13,6994.615384615385,2.2,0,1
Mercedes-Benz,C200,2014,91103,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,7591.916666666667,2.0,1,1
Nissan,X-Trail,2015,91276,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,8297.818181818182,2.0,0,1
Honda,Fit,2016,91449,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,9144.9,1.5,0,0
BMW,X3,2017,91622,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,10180.222222222223,2.0,1,1
Audi,A4,2018,91795,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,11474.375,2.0,1,1
Toyota,Premio,2019,91968,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,13138.285714285714,1.8,0,1
Subaru,Outback,2020,92141,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,15356.833333333334,2.5,0,1
Mazda,CX-5,2021,92314,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,18462.8,2.2,0,1
Mercedes-Benz,C200,2022,92487,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,23121.75,2.0,1,1
Nissan,X-Trail,2008,92660,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,5147.777777777777,2.0,0,1
Honda,Fit,2009,92833,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,5460.764705882353,1.5,0,0
BMW,X3,2010,93006,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,5812.875,2.0,1,1
Audi,A4,2011,93179,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,6211.933333333333,2.0,1,1
Toyota,Premio,2012,93352,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,6668.0,1.8,0,1
Subaru,Outback,2013,93525,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,7194.2307692307695,2.5,0,1
Mazda,CX-5,2014,93698,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,7808.166666666667,2.2,0,1
Mercedes-Benz,C200,2015,93871,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,8533.727272727272,2.0,1,1
