make,model,year,mileage,engine,transmission,fuel_type,location,condition,price
Mercedes-Benz,C200,2014,70343,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,70516,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,70689,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,70862,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,71035,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,71208,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,71381,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,71554,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,71727,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,71900,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,72073,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,72246,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,72419,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,72592,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,72765,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,72938,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,73111,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,73284,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,73457,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,73630,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,73803,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,73976,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,74149,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,74322,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,74495,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,74668,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,74841,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,75014,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,75187,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,75360,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,75533,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,75706,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,75879,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,76052,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,76225,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,76398,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,76571,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,76744,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,76917,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,77090,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,77263,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,77436,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,77609,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,77782,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,77955,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,78128,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,78301,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,78474,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,78647,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,78820,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,78993,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,79166,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,79339,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,79512,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,79685,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,79858,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,80031,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,80204,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,80377,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,80550,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,80723,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,80896,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,81069,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,81242,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,81415,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,81588,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,81761,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,81934,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,82107,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,82280,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,82453,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,82626,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,82799,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,82972,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,83145,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,83318,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,83491,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,83664,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,83837,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,84010,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,84183,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,84356,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,84529,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,84702,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,84875,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,85048,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,85221,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,85394,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,85567,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,85740,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,85913,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,86086,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,86259,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,86432,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,86605,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,86778,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,86951,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,87124,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,87297,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,87470,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,87643,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,87816,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,87989,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,88162,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,88335,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,88508,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,88681,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,88854,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,89027,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,89200,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,89373,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,89546,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,89719,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,89892,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,90065,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,90238,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,90411,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,90584,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,90757,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,90930,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,91103,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,91276,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,91449,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,91622,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,91795,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,91968,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,92141,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,92314,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,92487,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,92660,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,92833,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,93006,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,93179,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,93352,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,93525,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,93698,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,93871,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,94044,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,94217,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,94390,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,94563,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,94736,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,94909,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,95082,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,95255,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,95428,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,95601,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,95774,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,95947,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,96120,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,96293,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,96466,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,96639,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,96812,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,96985,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,97158,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,97331,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,97504,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,97677,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,97850,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,98023,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,98196,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,98369,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,98542,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,98715,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,98888,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,99061,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,99234,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,99407,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,99580,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,99753,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,99926,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,100099,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,100272,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,100445,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,100618,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,100791,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,100964,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,101137,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,101310,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,101483,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,101656,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,101829,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,102002,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,102175,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,102348,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,102521,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,102694,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,102867,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,103040,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,103213,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,103386,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,103559,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,103732,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,103905,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,104078,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,104251,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,104424,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,104597,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,104770,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,104943,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,105116,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,105289,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,105462,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,105635,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,105808,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,105981,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,106154,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,106327,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,106500,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,106673,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,106846,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,107019,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,107192,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,107365,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,107538,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,107711,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,107884,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,108057,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,108230,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,108403,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,108576,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,108749,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,108922,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,109095,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,109268,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,109441,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,109614,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,109787,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,109960,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,110133,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,110306,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,110479,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,110652,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,110825,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,110998,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,111171,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,111344,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,111517,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,111690,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,111863,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,112036,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,112209,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,112382,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,112555,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,112728,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,112901,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,113074,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,113247,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,113420,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,113593,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,113766,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,113939,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,114112,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,114285,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,114458,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,114631,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,114804,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,114977,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,115150,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,115323,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,115496,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,115669,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,115842,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,116015,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,116188,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,116361,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,116534,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,116707,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,116880,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,117053,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,117226,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,117399,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,117572,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,117745,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,117918,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,118091,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,118264,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,118437,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,118610,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,118783,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,118956,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,119129,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,119302,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,119475,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,119648,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,119821,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,119994,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,120167,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,120340,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,120513,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,120686,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
